265153	14583300
265153	18075440
265153	18408130
265153	19247580
265153	27415660
265153	30360320
265153	43517410
265153	44382150
265153	51902820
763258	15075680
763258	15743570
763258	16535140
763258	16786920
763258	19406070
763258	31986700
763258	35113950
763258	37603350
763258	47828060
763258	48647870
763258	48995920
763258	50154540
763258	51705630
763258	58014280
763258	60918680
818185	55406500
1250991	786490
1250991	797840
1250991	812600
1250991	14093710
1250991	14098220
1250991	14112640
1250991	14130860
1250991	14156250
1250991	14156750
1250991	14238760
1250991	14357670
1250991	14385890
1250991	14470160
1250991	14541670
1250991	14575120
1250991	14654480
1250991	14707240
1250991	14764750
1250991	14766130
1250991	14781860
1250991	14809910
1250991	14814320
1250991	14826240
1250991	14827990
1250991	14902320
1250991	14912910
1250991	14924400
1250991	14946420
1250991	14963410
1250991	15077300
1250991	15276480
1250991	15549600
1250991	15713660
1250991	15892630
1250991	15899180
1250991	16007810
1250991	16036610
1250991	16041030
1250991	16171300
1250991	16172550
1250991	16206570
1250991	16717200
1250991	16815330
1250991	16848040
1250991	17137090
1250991	17328070
1250991	17378880
1250991	17489740
1250991	17523620
1250991	17563740
1250991	17933800
1250991	18128570
1250991	18191440
1250991	18256230
1250991	18281470
1250991	18339300
1250991	18381200
1250991	18435920
1250991	18499050
1250991	18575560
1250991	18942570
1250991	18965010
1250991	19039590
1250991	19102830
1250991	19223080
1250991	19235330
1250991	19303540
1250991	19544830
1250991	19637220
1250991	19707410
1250991	19764770
1250991	19883360
1250991	20018930
1250991	20095580
1250991	20118070
1250991	20239980
1250991	20751240
1250991	20811710
1250991	21821870
1250991	23367100
1250991	23526630
1250991	23642490
1250991	27185040
1250991	28805350
1250991	29108590
1250991	29708210
1250991	29889060
1250991	29965800
1250991	31162130
1250991	34712250
1250991	35797450
1250991	45782770
1250991	52504710
1250991	55985370
1250991	57785320
1250991	58217940
2029941	16903000
2029941	22908260
2029941	23037760
2029941	39339430
2029941	51657640
2074441	25434670
2074441	31410250
2074441	51893080
2074441	52099080
2442511	15453410
2442511	16711040
2442511	18508940
2442511	18792820
2442511	18935360
2442511	19786480
2442511	27010750
2442511	28845330
2694621	14049120
2694621	14070060
2694621	14176750
2694621	14302290
2694621	14336930
2694621	14415500
2694621	14430060
2694621	14436400
2694621	14476170
2694621	14546300
2694621	14601120
2694621	14634720
2694621	14742520
2694621	14747990
2694621	14849200
2694621	14868280
2694621	14924430
2694621	14947790
2694621	14948080
2694621	15012880
2694621	15026610
2694621	15111030
2694621	15131310
2694621	15239630
2694621	15268600
2694621	15293080
2694621	15322810
2694621	15324390
2694621	15341050
2694621	15374270
2694621	15428800
2694621	15429250
2694621	15476940
2694621	15497480
2694621	15665010
2694621	15683160
2694621	15713200
2694621	15802330
2694621	15907720
2694621	15924780
2694621	15982640
2694621	16005260
2694621	16205170
2694621	16257390
2694621	16300990
2694621	16336440
2694621	16337770
2694621	16385920
2694621	16484750
2694621	16522210
2694621	16535610
2694621	16629090
2694621	16734740
2694621	16831620
2694621	16951940
2694621	17168970
2694621	17259340
2694621	17393720
2694621	17397180
2694621	17477870
2694621	17521340
2694621	17526910
2694621	17568500
2694621	17591170
2694621	17791350
2694621	17923700
2694621	17978520
2694621	17997010
2694621	18007590
2694621	18087480
2694621	18091880
2694621	18143190
2694621	18151330
2694621	18228250
2694621	18249960
2694621	18274480
2694621	18342980
2694621	18357110
2694621	18517910
2694621	18588680
2694621	18723000
2694621	18741940
2694621	18749120
2694621	18762550
2694621	18773660
2694621	18775070
2694621	18822990
2694621	18949610
2694621	18957350
2694621	19006010
2694621	19010560
2694621	19146250
2694621	19176170
2694621	19185260
2694621	19320430
2694621	19354560
2694621	19368920
2694621	19460840
2694621	19642990
2694621	19721380
2694621	19786800
2694621	19806190
2694621	19859480
2694621	19992770
2694621	20000460
2694621	20009710
2694621	20018760
2694621	20040370
2694621	20051910
2694621	20068130
2694621	20138080
2694621	20172480
2694621	20478810
2694621	20515090
2694621	20527710
2694621	20630360
2694621	20643270
2694621	20688760
2694621	20915660
2694621	20946460
2694621	21329760
2694621	21336340
2694621	21347530
2694621	21419060
2694621	21535850
2694621	21616140
2694621	21635220
2694621	21832470
2694621	21846630
2694621	21959480
2694621	22089730
2694621	22174010
2694621	22305090
2694621	22355180
2694621	22382790
2694621	22509320
2694621	22664880
2694621	22777970
2694621	22983790
2694621	23020630
2694621	23052180
2694621	23124830
2694621	23166480
2694621	23244380
2694621	23271680
2694621	23564850
2694621	23601330
2694621	23915630
2694621	24255120
2694621	24448500
2694621	24903560
2694621	25122270
2694621	25179560
2694621	25448800
2694621	25849920
2694621	26028930
2694621	26161220
2694621	26274890
2694621	26313920
2694621	26769200
2694621	27284750
2694621	27470590
2694621	28123030
2694621	28172940
2694621	28630770
2694621	28734990
2694621	28762480
2694621	28857640
2694621	28881760
2694621	29228640
2694621	29523400
2694621	29546820
2694621	30019540
2694621	30248620
2694621	30296390
2694621	30334730
2694621	31255010
2694621	31496580
2694621	31986700
2694621	32049700
2694621	32550540
2694621	33169230
2694621	33669380
2694621	33862240
2694621	35065320
2694621	36668680
2694621	37023740
2694621	37314010
2694621	37365670
2694621	37623650
2694621	38095610
2694621	38446110
2694621	38768480
2694621	38839360
2694621	38940790
2694621	39003230
2694621	39134290
2694621	40843590
2694621	41023590
2694621	41453300
2694621	41522090
2694621	42475830
2694621	42525630
2694621	42676180
2694621	42683750
2694621	42903890
2694621	44386920
2694621	45481990
2694621	45758990
2694621	45795250
2694621	45979300
2694621	46495100
2694621	47964130
2694621	48434610
2694621	49429410
2694621	52049530
2694621	52975970
2694621	61206610
3107931	754440
3107931	781040
3107931	796140
3107931	14070460
3107931	14072080
3107931	14134800
3107931	14384940
3107931	14409090
3107931	14436820
3107931	14674330
3107931	14766200
3107931	14915300
3107931	14998250
3107931	15208040
3107931	15264770
3107931	15442720
3107931	15469170
3107931	15820530
3107931	15891110
3107931	16073790
3107931	16396010
3107931	16500570
3107931	16596200
3107931	16690360
3107931	16924060
3107931	17196920
3107931	17364430
3107931	17560880
3107931	17602140
3107931	18553490
3107931	18679590
3107931	18689150
3107931	18797330
3107931	19018920
3107931	19067740
3107931	19291980
3107931	19329110
3107931	19411390
3107931	19488480
3107931	19590490
3107931	19759910
3107931	20009620
3107931	20056740
3107931	20059050
3107931	20131480
3107931	20157160
3107931	20235370
3107931	20242340
3107931	20510500
3107931	20690890
3107931	20764330
3107931	20946490
3107931	21185870
3107931	21250550
3107931	21486100
3107931	21577330
3107931	21791120
3107931	22062360
3107931	22099010
3107931	22145870
3107931	22371000
3107931	22503560
3107931	22863660
3107931	23047010
3107931	23209360
3107931	23411530
3107931	23416480
3107931	23495980
3107931	24399470
3107931	24408650
3107931	25261310
3107931	25388980
3107931	26110020
3107931	26278480
3107931	26544480
3107931	26799530
3107931	27183090
3107931	27192210
3107931	27469950
3107931	27704720
3107931	27708070
3107931	27804980
3107931	27846660
3107931	27935120
3107931	27944830
3107931	28097410
3107931	28111450
3107931	28157330
3107931	29013850
3107931	29306560
3107931	30416400
3107931	30431400
3107931	30442840
3107931	30597990
3107931	30838200
3107931	30888370
