79
6887162	[('14253480', 1.0000000000000002), ('6887162', 1.0), ('11753302', 0.99992090422721258), ('14214862', 0.99979366458758134), ('818185', 0.9996435723217848), ('7308342', 0.99964357232178469), ('10123222', 0.99922112755714532), ('5879482', 0.65538279908771091), ('14247868', 0.56105311786773215), ('11004592', 0.50678948204467977)]
7145152	[('7145152', 1.0), ('12710872', 0.89629363911599202), ('14512287', 0.44924927903833312), ('8694842', 0.3093010905194245), ('14185900', 0.26666375948412102), ('12201712', 0.17832586674227691), ('14161800', 0.16868671364861959), ('7785972', 0.16742258839722762), ('3916611', 0.14017046140211983), ('5537752', 0.13453865084217437)]
7226732	[('7226732', 1.0000000000000002), ('7943482', 0.75914831828527496), ('8642162', 0.72140341489528892), ('14092703', 0.7141442836088443), ('8038092', 0.71098604093586071), ('7762292', 0.63902236203194906), ('7446782', 0.63725162522390666), ('11189192', 0.62720971599734576), ('12201712', 0.57942861419478786), ('14512287', 0.57798086997801001)]
7308342	[('818185', 0.99999999999999978), ('7308342', 0.99999999999999956), ('6887162', 0.99964357232178469), ('14253480', 0.99964357232178436), ('11753302', 0.9992288840264657), ('14214862', 0.99889536173257387), ('10123222', 0.99781288483680775), ('5879482', 0.67283881863603967), ('14247868', 0.56337203871327146), ('11004592', 0.49705025839660599)]
7446782	[('7446782', 1.0), ('8038092', 0.97949678658917427), ('14512287', 0.7978191955686833), ('2442511', 0.70550200704349042), ('7226732', 0.63725162522390666), ('14296544', 0.60837035839527265), ('8642162', 0.54993396772456926), ('7943482', 0.52131008761843856), ('12201712', 0.48653508741507184), ('10123222', 0.46812607607838658)]
7660422	[('7660422', 1.0), ('4668371', 0.91984333104690919), ('7753132', 0.87062296538724104), ('14161800', 0.26438689317728048), ('14512287', 0.25553415528829293), ('13704222', 0.18422575366852195), ('8038092', 0.18214744458060994), ('11423352', 0.14429429180139214), ('7446782', 0.13540701539948308), ('14185900', 0.13093734729360135)]
7753132	[('7753132', 1.0000000000000002), ('4668371', 0.94568751725215172), ('7660422', 0.87062296538724104), ('13704222', 0.40765125561851001), ('11423352', 0.320421348969533), ('7824502', 0.23049817576898465), ('8294692', 0.13390302794112791), ('10403562', 0.084299525742004999), ('6512132', 0.059351612656548723), ('5788292', 0.057289804630733833)]
7762292	[('7762292', 0.99999999999999989), ('11189192', 0.81773431105729499), ('14092703', 0.6664965060619007), ('7226732', 0.63902236203194906), ('7943482', 0.62643593766956629), ('8642162', 0.53097750704874414), ('12201712', 0.52773279935404571), ('5615382', 0.43425551154959802), ('2694621', 0.42063611495348502), ('14512287', 0.37032132198438178)]
7771572	[('7771572', 1.0), ('1250991', 0.84876553811561029), ('6512132', 0.78407753414984349), ('14444101', 0.26960796753028388), ('9059342', 0.22150265929717652), ('3916611', 0.20827988283530763), ('265153', 0.17835521887786385), ('14092703', 0.16858253745458512), ('5879482', 0.16700422181458816), ('8642162', 0.14826194960016886)]
7785972	[('7785972', 1.0), ('14247868', 0.85690308234455126), ('9505562', 0.724738408207245), ('7308342', 0.37128689223512884), ('818185', 0.3712868922351284), ('6887162', 0.36741074213287001), ('14253480', 0.36741074213286667), ('11753302', 0.36538162372224792), ('14214862', 0.36406767470085977), ('10123222', 0.36059641299955947)]
7824502	[('7824502', 1.0), ('11423352', 0.81677309093516937), ('13704222', 0.64763973116192231), ('14349934', 0.47584827354595743), ('5537752', 0.47099381938562307), ('6433622', 0.38006129478131201), ('2074441', 0.32269357599952908), ('14362432', 0.32231656929497332), ('10131552', 0.32006372408497685), ('11004592', 0.31716206792862289)]
7943482	[('7943482', 1.0000000000000002), ('8642162', 0.94213930995385808), ('12201712', 0.89037883508904458), ('7226732', 0.75914831828527496), ('11189192', 0.65985538661531618), ('14092703', 0.63132854551730366), ('7762292', 0.62643593766956629), ('8038092', 0.54327315191000969), ('7446782', 0.52131008761843856), ('14135156', 0.51981247313799217)]
8038092	[('8038092', 1.0), ('7446782', 0.97949678658917427), ('14512287', 0.82687488067365167), ('7226732', 0.71098604093586071), ('2442511', 0.69012829814119281), ('14296544', 0.61460998371902398), ('8642162', 0.55557480184489438), ('7943482', 0.54327315191000969), ('12201712', 0.47621496469471802), ('14135156', 0.41196598698053832)]
8233892	[('8233892', 1.0000000000000004), ('10227502', 0.84687452303997479), ('12790212', 0.79189445941650094), ('8294692', 0.68406634977157743), ('265153', 0.50683762893881967), ('8642162', 0.20305509163297164), ('7943482', 0.18651150512630096), ('10403562', 0.1694019219794585), ('12201712', 0.16651452423864907), ('3916611', 0.13169738556151067)]
8291782	[('8291782', 1.0), ('3107931', 0.87152181761472625), ('9059342', 0.72894090940297207), ('14095036', 0.67637841808180688), ('14092703', 0.55247713551946864), ('7226732', 0.38917227431760193), ('5788292', 0.25682843283875156), ('8294692', 0.24864852657053793), ('11189192', 0.23262789621191876), ('10403562', 0.19639867498751068)]
8294692	[('8294692', 1.0), ('10403562', 0.71583920685300684), ('8233892', 0.68406634977157743), ('10227502', 0.51963986964356101), ('14349934', 0.4652502245809268), ('8291782', 0.24864852657053793), ('12790212', 0.23812288468510501), ('3107931', 0.16241550411239702), ('14095036', 0.14949206672117288), ('7753132', 0.13390302794112791)]
8525312	[('8525312', 0.99999999999999978), ('14263050', 0.97144606615124418), ('9059342', 0.38283546831620618), ('7824502', 0.20190539645276789), ('11423352', 0.14995223634847055), ('14185900', 0.11495861273407917), ('5537752', 0.089187536000459866), ('5615382', 0.080667864466897748), ('8694842', 0.073071020451921639), ('14296544', 0.06764329623753812)]
8642162	[('8642162', 1.0000000000000002), ('7943482', 0.94213930995385808), ('12201712', 0.90718138877265886), ('7226732', 0.72140341489528892), ('14092703', 0.59209918953587726), ('8038092', 0.55557480184489438), ('7446782', 0.54993396772456926), ('7762292', 0.53097750704874414), ('14135156', 0.49272479460181812), ('11189192', 0.48764068991907827)]
8694842	[('8694842', 1.0), ('11051712', 0.88620236694132981), ('12457922', 0.52005967322067082), ('3916611', 0.48502968043539885), ('5788292', 0.47641413982434583), ('7145152', 0.3093010905194245), ('11423352', 0.19370686381403765), ('12395472', 0.14965924852330481), ('14263050', 0.14813957369791481), ('5879482', 0.12404075276390593)]
9059342	[('9059342', 1.0), ('8291782', 0.72894090940297207), ('3107931', 0.61950589024471092), ('14092703', 0.57185654118861295), ('7226732', 0.5260074216013636), ('14263050', 0.48298320131325051), ('14095036', 0.45517832640781158), ('8525312', 0.38283546831620618), ('1250991', 0.34730641397840434), ('8642162', 0.25020534195304756)]
9359862	[('9359862', 0.99999999999999978), ('14218198', 0.97973716085605567), ('9505562', 0.50031994578403149), ('14092703', 0.075668392208155244), ('12201712', 0.058563776806099477), ('10131552', 0.044679544452904514), ('2074441', 0.034754199496817677), ('14296544', 0.031753608209950171), ('12710872', 0.029097655687519073), ('8642162', 0.028291715364020087)]
9505562	[('9505562', 1.0000000000000002), ('7785972', 0.724738408207245), ('14247868', 0.66679102974584548), ('14218198', 0.65923229142688233), ('9359862', 0.50031994578403149), ('7308342', 0.3258461713645151), ('818185', 0.32584617136451482), ('6887162', 0.3249441647162512), ('14253480', 0.32494416471624837), ('11753302', 0.3243256330689665)]
9985092	[('9985092', 0.99999999999999989), ('12395472', 0.79774621310485028), ('12457922', 0.63644818956632498), ('6433622', 0.54580496827069269), ('14161800', 0.41991491835749745), ('2694621', 0.3567580953707386), ('5615382', 0.35071793094024162), ('13704222', 0.34809611318874145), ('14349934', 0.34757958634172614), ('2029941', 0.33635676947940046)]
10065622	[('10065622', 1.0000000000000002), ('5274961', 0.97024080343042296), ('14319086', 0.10629278206079275), ('10131552', 0.077577879064763849), ('2074441', 0.07744064203964704), ('12395472', 0.076106515341468048), ('6153192', 0.073744606627779277), ('3916611', 0.062348722488956489), ('5649682', 0.061393903489745709), ('7145152', 0.05774528452448293)]
10123222	[('10123222', 1.0), ('14214862', 0.99981643326940228), ('11753302', 0.99963828402300325), ('6887162', 0.99922112755714532), ('14253480', 0.99922112755714532), ('818185', 0.99781288483680808), ('7308342', 0.99781288483680775), ('5879482', 0.62941331323265637), ('14247868', 0.55606418624302967), ('11004592', 0.52082287783144832)]
10131552	[('10131552', 1.0), ('2074441', 0.99493382667636687), ('14089604', 0.86411726325858085), ('14095036', 0.69960002601755966), ('5537752', 0.67350482962982527), ('2442511', 0.59175355744084479), ('14319086', 0.52309658812632609), ('6433622', 0.45393332637470341), ('14296544', 0.38755606234447981), ('7824502', 0.32006372408497685)]
10227502	[('10227502', 1.0), ('8233892', 0.84687452303997479), ('12790212', 0.57532321022961141), ('8294692', 0.51963986964356101), ('7943482', 0.45130710157076787), ('8642162', 0.38988808721262042), ('2029941', 0.38383324935055002), ('5615382', 0.37641402545128988), ('265153', 0.37498213443149553), ('12201712', 0.3414115074250611)]
10403562	[('10403562', 0.99999999999999978), ('14349934', 0.77625589145397622), ('8294692', 0.71583920685300684), ('12710872', 0.43833241840521092), ('13704222', 0.36027759683195021), ('14452765', 0.34518955701518117), ('11423352', 0.29466344433448965), ('7824502', 0.26073627829734841), ('5879482', 0.23614104860858257), ('8291782', 0.19639867498751068)]
11004592	[('11004592', 1.0000000000000002), ('14362432', 0.92019943889552813), ('10123222', 0.52082287783144832), ('14214862', 0.51407321972707687), ('11753302', 0.51131332819488018), ('14253480', 0.50678948204468233), ('6887162', 0.50678948204467977), ('7308342', 0.49705025839660599), ('818185', 0.49705025839660349), ('7824502', 0.31716206792862289)]
11051712	[('11051712', 1.0000000000000002), ('8694842', 0.88620236694132981), ('3916611', 0.71104341168715346), ('12457922', 0.37024830978538392), ('14135156', 0.26864394314810802), ('10123222', 0.25189140522123277), ('14214862', 0.24928296968337402), ('11753302', 0.24821090783405508), ('6887162', 0.2464470912622147), ('14253480', 0.24644709126221212)]
11189192	[('11189192', 0.99999999999999989), ('7762292', 0.81773431105729499), ('14092703', 0.70615352292211875), ('7943482', 0.65985538661531618), ('7226732', 0.62720971599734576), ('5615382', 0.58351530549150943), ('2694621', 0.53616039292524542), ('2029941', 0.51102102852848308), ('8642162', 0.48764068991907827), ('12201712', 0.41296956487936909)]
11423352	[('11423352', 1.0000000000000002), ('13704222', 0.91876474428318944), ('7824502', 0.81677309093516937), ('14349934', 0.44042714871434885), ('5788292', 0.35983244404032827), ('6433622', 0.32826101911353966), ('7753132', 0.320421348969533), ('10403562', 0.29466344433448965), ('9985092', 0.2741791773180049), ('14444101', 0.2731786131485876)]
11753302	[('11753302', 0.99999999999999989), ('14214862', 0.99997006375637143), ('14253480', 0.99992090422721258), ('6887162', 0.99992090422721258), ('10123222', 0.99963828402300325), ('818185', 0.99922888402646592), ('7308342', 0.9992288840264657), ('5879482', 0.64712440498710888), ('14247868', 0.55966856406597243), ('11004592', 0.51131332819488018)]
11969852	[('11969852', 1.0), ('763258', 0.97865989526370023), ('5879482', 0.22500287713668529), ('818185', 0.19940841636807213), ('7308342', 0.19940841636806994), ('14253480', 0.19219699051314024), ('6887162', 0.1921969905131394), ('11753302', 0.18871899414128421), ('14214862', 0.18655590959740162), ('14161800', 0.18279265112623763)]
12201712	[('12201712', 0.99999999999999989), ('8642162', 0.90718138877265886), ('7943482', 0.89037883508904458), ('7226732', 0.57942861419478786), ('7762292', 0.52773279935404571), ('14092703', 0.5154605665251033), ('7446782', 0.48653508741507184), ('8038092', 0.47621496469471802), ('14512287', 0.45274848953449226), ('11189192', 0.41296956487936909)]
12395472	[('12395472', 0.99999999999999989), ('12457922', 0.8735803718297328), ('9985092', 0.79774621310485028), ('6433622', 0.60879756307285837), ('5879482', 0.30281250573358043), ('1250991', 0.29710627713561255), ('13704222', 0.26108718789756818), ('11423352', 0.2344136613168204), ('14161800', 0.22992079334645499), ('818185', 0.21198810769542251)]
12457922	[('12457922', 0.99999999999999967), ('12395472', 0.8735803718297328), ('9985092', 0.63644818956632498), ('8694842', 0.52005967322067082), ('6433622', 0.41851919685021016), ('11051712', 0.37024830978538392), ('7446782', 0.33502848377107264), ('8038092', 0.30351024098762247), ('818185', 0.26989874956871729), ('7308342', 0.26989874956871462)]
12710872	[('12710872', 0.99999999999999978), ('7145152', 0.89629363911599202), ('14512287', 0.46712545910575176), ('10403562', 0.43833241840521092), ('14349934', 0.22456464294888218), ('13704222', 0.14938354272572146), ('11423352', 0.12348161590801714), ('8294692', 0.11672405870088158), ('14185900', 0.10876348700506012), ('7824502', 0.073787602451146891)]
12790212	[('12790212', 0.99999999999999978), ('8233892', 0.79189445941650094), ('10227502', 0.57532321022961141), ('5537752', 0.49705405328077534), ('14185900', 0.42294119507879591), ('14161800', 0.3722722910854816), ('265153', 0.3311621100818945), ('14089604', 0.29092762433291902), ('10131552', 0.27994025321284577), ('2074441', 0.26694838517914388)]
13704222	[('13704222', 0.99999999999999978), ('11423352', 0.91876474428318944), ('7824502', 0.64763973116192231), ('14349934', 0.52300262363385819), ('7753132', 0.40765125561851001), ('10403562', 0.36027759683195021), ('5788292', 0.3537128312468113), ('9985092', 0.34809611318874145), ('14444101', 0.33527978062825786), ('4668371', 0.28009392980983533)]
14089604	[('14089604', 1.0000000000000002), ('10131552', 0.86411726325858085), ('2074441', 0.86237772032732352), ('14095036', 0.66333444539094211), ('5537752', 0.62029378129163637), ('2442511', 0.59995683115866516), ('6433622', 0.53670671029799588), ('5879482', 0.51379787749875638), ('14296544', 0.47874239602782814), ('14319086', 0.46139364908597069)]
14092703	[('14092703', 1.0000000000000002), ('7226732', 0.7141442836088443), ('11189192', 0.70615352292211875), ('3107931', 0.68498171690820542), ('7762292', 0.6664965060619007), ('7943482', 0.63132854551730366), ('8642162', 0.59209918953587726), ('9059342', 0.57185654118861295), ('8291782', 0.55247713551946864), ('12201712', 0.5154605665251033)]
14095036	[('14095036', 1.0000000000000002), ('2074441', 0.71284344135510691), ('10131552', 0.69960002601755966), ('8291782', 0.67637841808180688), ('14089604', 0.66333444539094211), ('3107931', 0.6443858454333472), ('9059342', 0.45517832640781158), ('14319086', 0.33089108748586238), ('5537752', 0.32332899778989976), ('5879482', 0.32210140923914243)]
14135156	[('14135156', 1.0), ('14296544', 0.75128121218373434), ('2442511', 0.69094523910694294), ('3916611', 0.56868709444148502), ('7943482', 0.51981247313799217), ('8642162', 0.49272479460181812), ('7446782', 0.42717070798571999), ('2029941', 0.41728644560900907), ('6512132', 0.41336746481526532), ('8038092', 0.41196598698053832)]
14161800	[('14161800', 0.99999999999999978), ('14185900', 0.78210540286858232), ('5537752', 0.59466437372916658), ('5879482', 0.58237087846503377), ('6433622', 0.54424088112602265), ('9985092', 0.41991491835749745), ('12790212', 0.3722722910854816), ('7762292', 0.34071114091707827), ('2694621', 0.33806763828620956), ('14092703', 0.31823312552946054)]
14185900	[('14185900', 0.99999999999999989), ('14161800', 0.78210540286858232), ('5537752', 0.66732350319549527), ('12790212', 0.42294119507879591), ('6433622', 0.37799955100104088), ('9985092', 0.31719690307937409), ('7824502', 0.30400392738174398), ('7762292', 0.28078363288619484), ('7145152', 0.26666375948412102), ('11423352', 0.16982056684963662)]
14214862	[('14214862', 1.0), ('11753302', 0.99997006375637143), ('10123222', 0.99981643326940228), ('6887162', 0.99979366458758134), ('14253480', 0.99979366458758134), ('818185', 0.99889536173257409), ('7308342', 0.99889536173257387), ('5879482', 0.6420353446259256), ('14247868', 0.55872217772023447), ('11004592', 0.51407321972707687)]
14218198	[('14218198', 0.99999999999999956), ('9359862', 0.97973716085605567), ('9505562', 0.65923229142688233), ('12201712', 0.10713780643528922), ('14092703', 0.090171865740869689), ('8642162', 0.072405500556264546), ('7943482', 0.062480362877691382), ('5879482', 0.052627848210466358), ('7785972', 0.019030065384337786), ('11189192', 0.014811687453805433)]
14247868	[('14247868', 1.0000000000000004), ('7785972', 0.85690308234455126), ('9505562', 0.66679102974584548), ('818185', 0.56337203871327168), ('7308342', 0.56337203871327146), ('6887162', 0.56105311786773215), ('14253480', 0.56105311786772916), ('11753302', 0.55966856406597243), ('14214862', 0.55872217772023447), ('10123222', 0.55606418624302967)]
14253480	[('6887162', 1.0000000000000002), ('14253480', 0.99999999999999989), ('11753302', 0.99992090422721258), ('14214862', 0.99979366458758134), ('818185', 0.9996435723217848), ('7308342', 0.99964357232178436), ('10123222', 0.99922112755714532), ('5879482', 0.65538279908771002), ('14247868', 0.56105311786772916), ('11004592', 0.50678948204468233)]
14263050	[('14263050', 1.0), ('8525312', 0.97144606615124418), ('9059342', 0.48298320131325051), ('763258', 0.16062352557940282), ('8694842', 0.14813957369791481), ('11423352', 0.13862183827114088), ('7824502', 0.13485735329833073), ('10403562', 0.10517744504149294), ('7785972', 0.099780901161797761), ('13704222', 0.074795704147541914)]
14296544	[('14296544', 1.0), ('2442511', 0.92558664887993003), ('14135156', 0.75128121218373434), ('8038092', 0.61460998371902398), ('7446782', 0.60837035839527265), ('14512287', 0.52547232258004706), ('2029941', 0.49091805854489479), ('14089604', 0.47874239602782814), ('2694621', 0.45643625197894772), ('5615382', 0.45349264013782592)]
14300942	[('14300942', 0.99999999999999978), ('5649682', 0.96756042976600665), ('14319086', 0.78318627989915157), ('14452765', 0.2337837057062393), ('12201712', 0.20866977442246057), ('1250991', 0.20794279173230251), ('5879482', 0.16709322995379317), ('7943482', 0.14787351847072122), ('8642162', 0.12547222509865275), ('10403562', 0.086042899111280186)]
14319086	[('14319086', 0.99999999999999989), ('5649682', 0.78970455221207025), ('14300942', 0.78318627989915157), ('2074441', 0.53054613739883827), ('10131552', 0.52309658812632609), ('14089604', 0.46139364908597069), ('5537752', 0.36753498007379098), ('2442511', 0.34646254506339791), ('14095036', 0.33089108748586238), ('6433622', 0.26414788618854623)]
14349934	[('14349934', 0.99999999999999989), ('10403562', 0.77625589145397622), ('13704222', 0.52300262363385819), ('2029941', 0.50565277502834605), ('5615382', 0.49235128920834265), ('7824502', 0.47584827354595743), ('2694621', 0.47278037127109235), ('8294692', 0.4652502245809268), ('11423352', 0.44042714871434885), ('9985092', 0.34757958634172614)]
14362432	[('14362432', 1.0000000000000002), ('11004592', 0.92019943889552813), ('10123222', 0.34964238113058171), ('14214862', 0.34625848754720745), ('11753302', 0.34488695780437567), ('14253480', 0.34265433748493179), ('6887162', 0.34265433748492924), ('7308342', 0.33791410276625838), ('818185', 0.33791410276625511), ('7824502', 0.32231656929497332)]
14444101	[('14444101', 1.0000000000000002), ('265153', 0.76037843679198636), ('5788292', 0.70051254629449644), ('2694621', 0.43041365453445102), ('13704222', 0.33527978062825786), ('5615382', 0.28512319436655958), ('11423352', 0.2731786131485876), ('7771572', 0.26960796753028388), ('1250991', 0.25548532276547303), ('2029941', 0.23472533388246969)]
14452765	[('14452765', 0.99999999999999989), ('6153192', 0.87637740913975626), ('10403562', 0.34518955701518117), ('3916611', 0.28570887628782687), ('14300942', 0.2337837057062393), ('5879482', 0.23323311258418633), ('14512287', 0.19671889629591796), ('14161800', 0.13948134023604225), ('14185900', 0.13589988127314392), ('14349934', 0.12961806062112186)]
14512287	[('14512287', 1.0), ('8038092', 0.82687488067365167), ('7446782', 0.7978191955686833), ('2442511', 0.58138795617760486), ('7226732', 0.57798086997801001), ('14296544', 0.52547232258004706), ('12710872', 0.46712545910575176), ('12201712', 0.45274848953449226), ('7145152', 0.44924927903833312), ('8642162', 0.42874966753101207)]
