46151286	20	20
47391072	23	56
47462145	8	2
48081857	16	19
48645194	13	76
48674912	10	30
51572560	20	27
54065955	47	135
54940827	0	1
55062849	7	3
55374537	9	3
55630866	7	17
55863336	3	0
55928541	15	50
55971822	2	3
56396675	336	460
56496692	0	2
56545697	11	21
56593793	19	42
56888219	4	7
57378629	2	27
57463985	2	3
57928907	5	8
57959714	14	20
58163888	0	9
5879482	16371	16404
58868866	7	22
59040205	3	1
59882887	1	1
59984749	11	19
60143887	16	10
60485509	7	12
60556690	35	68
60643369	10	23
60725683	7	16
60743935	11	54
60780079	9	20
60781447	0	3
60806584	4	3
60807574	7	29
60885073	27	21
60973444	4	19
61075756	7	20
61218829	112	844
61396228	2	14
61495660	10	58
15021148	565	749
17500971	1387	1359
17915511	43	127
18045192	74	92
18145803	46	36
18241716	10	0
19258526	11	13
19468802	21	8
20054513	9	4
20113526	2564	2795
21135503	118	41
21500426	279	182
23563522	17	34
23725252	5	9
23943520	48	33
24307633	6	17
24471064	7760	8892
25169850	44	71
25345926	2835	1497
25508718	24	31
25951149	11	7
28860659	7	17
28937726	94	56
28978190	3	1
29795749	73	47
29828878	41	79
30818554	14	11
31683652	199	257
32195833	20	30
34195758	2	0
34253988	3	2
34279638	6	3
34931598	13	5
35548898	163	220
42958794	4	0
43002791	39	16
44532107	29	38
45820690	5	15
47285170	46	36
48139872	5	25
48167664	7	4
49615575	315	370
50501913	12	13
51343754	8	2
54651919	1430	1749
54777325	6	20
54913774	32	36
55081948	6	8
55142986	30	96
55517827	4	25
55605757	4	0
55642765	78	72
56000502	3	0
56775747	619	7
57769608	10	18
58242311	20	18
58321052	18	37
59200505	3	7
60197339	7	20
60399515	7	19
60457961	3	3
60471767	5	15
60896045	45	39
60931784	5	7
60970583	6	18
61099382	15	22
61476419	6	18
14300942	572	397
15021446	50	69
15259001	1948	168
15308033	347	153
17923351	163	26
17926150	7	0
18223447	12	3
19564734	11	11
19818813	4	13
19914339	216	867
20108145	6	10
20340822	261	183
22446632	180	246
22563416	9042	126
22803581	8	20
23355713	32	57
24086450	3460	0
25167529	4	4
25893091	116	32
28398663	2071	1816
32398181	9	19
32513939	11	1
32740568	48	58
33784675	53	56
33866782	32	30
34167958	188	39
34387936	5	3
34458199	5	1
34466848	3	1
35115402	57	80
35978928	7	5
39162620	27	41
41017240	8	2
43280172	7	6
43281081	14	7
43830450	155	109
43912710	7	0
45060561	743	912
46381706	201	332
47388104	1425	1659
47437172	16	20
47456513	26	12
47841209	11	15
48766831	65	109
50007931	19	21
53195217	24	5
54098825	4	9
55551776	5	19
55649282	71	73
55846337	956	173
55924772	9	1
56395948	5	4
56497693	11	0
56964757	3	2
57593794	8	20
57961588	9	4
59245020	4	14
59310360	135	239
60157389	4	22
60378456	4	19
60389247	10	5
60484269	38	125
60485718	12	15
60605886	0	5
60674538	6	20
60684654	3	16
60709908	15	81
60865248	13	60
60882474	7	19
60908664	205	325
60943494	5	18
61018986	0	6
61388661	5	4
61392972	4	5
763258	140	81
818185	22	32
12201712	15	7
15031932	16	10
15641421	41	44
16220373	28	3
17608730	449	753
18261248	19	21
19079626	134	99
19619068	50	55
21834310	10	22
22164375	7	44
22770057	87	117
22900926	6	3
23493063	15	17
23584242	16	22
24309219	477	1137
24835710	8	6
24987611	12	4
25195187	178	276
25795271	4	23
25840784	29	58
26462729	411	92
31298544	79	96
34489547	8	8
38164170	1	5
40781688	856	1191
43162156	3	0
43310377	349	400
44052391	7	1
45211357	21	22
46186092	42	53
46404927	127	127
46510677	39	55
47031759	95	2
47539431	5	0
49464287	11	10
49778171	3	2
49843754	57	76
49874066	47	61
50254334	10	2
52874260	56	72
53373607	16	15
53905389	3	1
53972970	8	21
54082689	6	5
54337578	5	3
55164489	7	6
55487418	15	20
55627719	4	9
56729894	2	0
57111212	3	0
58311271	11	29
58431421	5	20
58513042	1	2
58819999	9	12
58977985	2	7
59004208	6	6
59035024	0	1
59252221	11	9
59847799	5	13
60220000	16	20
60238957	676	991
60417589	8	18
60666736	9	20
60891349	2	7
60912985	5	0
60982177	5	17
61058587	130	780
61089178	9	17
61196692	2	1
61372399	12	27
9059342	167	77
9505562	80	68
14362432	309	266
15450514	3	1
15606520	21	21
17250675	27	12
17466315	62	93
18260709	17	17
18622293	70	109
18702825	1	0
18862044	50	174
19336955	11	10
20190137	470	518
20255090	6	14
21422156	17	7
22265626	4	0
23192563	37	27
23562580	18	8
24186082	454	469
24241288	22	24
24450745	127	176
24605239	28	70
24636235	194	544
24938049	39	114
25835349	43	38
26532759	142	125
27965927	84	55
28079939	9	36
30189592	30	29
31194856	248	331
34385877	11	4
34497756	4	1
37621516	14	21
41360331	1	0
43022918	3	0
43772330	8	4
43810490	9	10
43816106	4	0
43931108	3	0
44015447	4	0
44094224	432	988
44134490	160	67
44142275	17	19
44471711	5	9
44710049	24	14
46490608	8	12
47150947	79	73
47704690	5	0
49621878	6	4
49846527	1	4
51157646	39	46
51176807	93	125
51648146	15	20
52362584	27	25
52392941	1	15
52981208	8	11
53657135	2	2
54648538	15	36
54747745	13	46
56845869	5	8
57686496	3	20
58810205	1	1
59113073	14	5
59879885	1	13
60259478	16	18
60329993	19	21
60494945	1	1
60546785	108	36
60585728	229	121
60690389	0	2
60836567	197	228
60839924	5	7
60942479	9	29
60958625	0	4
60960776	8	22
60963476	18	59
60978272	3	5
61257758	6	16
61379627	0	10
7145152	211	505
14092703	1230	2719
14135156	103	41
14712920	21	28
15041285	28	22
15409241	1377	1351
15437213	67	77
16272512	26	22
17568034	29	27
17622646	197	227
17720926	7	1
17833246	452	566
18822481	16	28
19658418	2	3
19683627	4	4
20305671	9	13
21117273	1354	27
21182820	132	7
22060895	122	39
22243694	190	145
22726445	110	554
22993304	243	112
24754064	103	56
29518001	7	9
30698426	13	20
34186978	8	6
34298875	62	117
34364989	6	2
37136031	6	0
39282512	60	48
41702602	3	0
43311972	5	0
43470264	5	0
43734720	30	14
43823343	8	0
43901670	8	0
45224832	82	91
45409035	20	20
47207549	18	27
47392346	1224	1607
47582291	4	0
47615753	17	34
49476916	61	71
49628818	3	5
49674745	11	21
49905955	9	26
49906891	11	11
50530807	9	3
52326288	814	152
53446806	1	1
53607339	104	129
54489329	4	7
54536867	8	3
55367657	5	2
55459835	6	0
55485638	22	37
55633868	46	60
55855097	10	9
56789188	4	0
56999590	12	20
57494878	8	18
57789772	49	93
57819877	14	0
58302822	2	25
58307403	45	82
58321722	5	22
58403730	5	35
59002266	48	39
59144313	1	2
59151432	20	12
59161242	52	68
59390202	5	0
59802312	9	33
59888778	2	23
59976987	25	183
60396783	24	32
60479475	34	40
60683586	275	815
60775647	16	2
60811998	6	19
60868365	7	22
60886428	7	20
60898407	5	0
60993708	11	19
61174788	14	63
61190898	3	2
8525312	6	0
11969852	18	1
14080617	2	1
14253480	25	11
14752233	3	10
15361641	91	133
15380244	43	30
15431922	21	10
16221285	140	134
16741017	51	61
18218762	1619	2027
19066588	5	16
19810987	0	7
21813640	9	74
22058538	248	149
22890480	328	211
25801799	91	197
27819994	84	10
27927868	19361	71
30179982	24	65
34403201	15	2
38015583	8	0
38491521	1426	279
38648013	177	456
38940027	18	8
41052533	73	84
43512358	6	0
44341573	72	110
45124195	99	63
45404824	44	25
46127991	4	5
46932870	24	16
46946280	501	1217
48166679	8	0
53173954	5	17
53379235	3	0
55121001	13	8
55167957	10	25
56709989	1	0
57698738	6	23
58320751	53	100
59041912	1	18
59202373	10	18
59315008	30	99
60598573	2	1
60828847	6	22
60933877	5	15
60959617	45	76
7308342	17	0
7660422	37	1
889181	14	1
14095036	90	24
14185900	27	15
14214862	74	60
16136704	9	4
16722703	258	212
16732126	15	27
17329059	41	29
17875053	3450	3044
17981136	112	105
18336960	36	85
18653814	96	134
18724545	1	7
18724707	8	8
18733554	10	8
18943038	51	75
20075570	27	17
20391173	109	95
20663063	5232	5361
21422339	25	27
21533813	16	14
23394607	37	28
23609914	12	27
23693650	120	274
23929126	4	0
24959841	1983	26
30809767	50	52
30888841	110	19
32588176	7	4
32880694	3	1
34162101	13	1
34204050	16	25
35190242	270	34
36462005	5	0
38542183	10	4
39024727	7	10
39822046	4	1
39823531	42	33
40261201	9	14
43482335	7	0
43768031	36	31
43770173	16	6
43906235	14	11
44025845	31	16
44067632	6	4
44071583	6	0
44093273	5	0
44700368	165	149
45284720	269	237
45307823	92	91
45415490	76	100
45683752	25176	14
46068439	494	470
47691670	13	13
49991376	42	114
50125584	13	13
51797603	16	15
52515668	6	3
52753943	12	31
55379197	1	6
55565839	39	60
55657783	3	9
56123214	29	0
57062301	2	1
57522003	13	19
57594978	10	20
58215416	3	2
58326323	8	12
58415135	54	37
58426403	8	20
59214227	13	40
59223461	4	5
59321930	12	16
59382302	4	18
59413037	10	16
59530154	0	7
60808589	1	3
60916994	2	18
60955397	6	19
60992558	4	4
60999731	9	40
61393598	21	63
6512132	47	0
7753132	14	0
7824502	9	1
10123222	84	61
13225242	8	2
13704222	14	0
14483306	3	7
14714327	156	107
14714408	148	78
14717603	58	46
14812562	5	6
15130937	30	62
16094900	15	11
16908652	466	208
16952671	2	8
17883316	102	273
18119782	2	1
19885374	129	544
20407239	484	365
20526219	10	27
21709107	207	248
21721491	5	15
21829311	14	26
23199272	1226	1802
23723738	40	16
24621956	77	69
24647921	137	271
25838656	6	11
30004121	145	25
32149499	39	35
34300126	10	16
35007426	50	41
38245526	56	59
39683204	4	15
39820652	3	0
40045031	1470	2327
40601150	3	0
41653402	3	0
42322282	7391	8023
43196451	15	6
43260972	9	1
43571643	9	0
43594530	575	375
43743264	5	0
43750572	10	3
43804428	91	26
43814166	7	0
43834236	7	0
48799552	40	77
52325958	21	22
52756473	9	10
53338197	4	4
55023101	12	6
55569953	9	0
55993745	2	1
56262013	3	1
57800122	6	16
58197889	325	755
58621821	4	12
58941141	35	38
59122329	3	2
59202492	20	40
59207352	10	12
59300484	7	8
60749775	4	20
60772797	5	17
60828678	5	20
60859269	2	5
61211031	1	2
61327989	12	34
61427997	2	19
61477749	2	8
7226732	131	0
8642162	27	5
14512287	2871	4
14613474	10	8
14861910	51	59
15046329	1419	427
15832092	315	235
16051881	8	10
16165641	18	53
16291902	12	0
16343706	153	121
16355307	10	18
17288075	49	71
17297228	18	20
17647274	56	62
17806295	25	14
18082667	18	45
18266915	5	20
18279830	10	24
18568172	1	7
20098720	9	10
20145277	42	38
20242549	5905	534
21457414	65	99
21609622	158	108
21631852	171	104
22336776	224	83
22394178	20	15
22747932	346	223
22862682	46	34
23272776	120	132
23707665	693	293
34433210	3	11
34700141	16	42
36211348	71	75
36744013	70	25
36898789	21	2
37038070	7	0
37203193	48	70
39076812	4	1
39283056	16	20
42004934	31	44
42445340	3	0
42452072	28	20
43249516	30	1
43462384	2	0
43476244	4	0
43608634	8	9
43775305	0	11
43835056	9	3
43961353	7	0
44027278	7	7
44067148	4	0
44074186	94	22
44181880	3	4
45049237	4	1
45283903	43	25
45689622	35	47
45985623	13	60
46871970	7	1
47339790	60	30
50801387	14	30
51767518	17	34
52193893	14	20
54150021	7	16
54497766	7	2
56300165	3	0
56524301	6	1
56979848	3	0
57400019	1	42
58824106	5	22
59115544	4	17
59119603	12	21
59135911	1	21
59212654	8	18
59220727	24	39
59242417	2	1
59273233	2	0
59612092	3	7
59660170	2	29
59742241	2	0
60315001	13	19
60987790	4	15
61111132	9	1
61299667	6	15
61310140	15	8
7379202	1	3
8038092	76	82
14704708	780	824
14922058	29	46
15410596	183	104
15505843	15	38
16354228	373	12
18296319	54	158
18538626	73	124
18763527	4201	4555
18872706	31	24
20177327	4	3
20186912	30	46
20261468	939	1139
22157587	86	69
24591619	20	3
30989824	17	30
34212513	42	68
34895697	408	381
35620319	400	899
36147431	11	6
36293420	17	19
36513632	42	32
37507672	5	0
37718650	9	39
37870660	8	1
38435167	5	0
42216255	7	4
43097156	3	0
43129943	12	10
43329257	29	55
43690760	43	48
43919360	4	0
44340677	47558	54
44717750	6	2
47078773	17	8
48594966	64	26
50364339	56	113
51645794	4	0
53592953	12	20
54202105	14	48
54898735	22	9
54977539	15	16
55947577	3	5
57164211	11	30
58343831	51	21
58372028	2	4
58532138	267	366
58628132	1	13
58701923	4	5
59036093	33	98
59045246	5	16
59251175	1	0
59268014	6	21
59370650	6	10
59460092	1	1
59515262	16	3
59742611	4	2
60412202	100	457
60677489	4	11
12790212	18	15
14089604	1808	1466
14319086	40	46
15262187	14	21
16134773	2	4
16876921	1	1
18256909	0	1
18271867	6	6
18333859	130	184
18416659	14	10
18866272	11	24
18868180	16	46
20781309	21	17
20861931	36	28
21451575	57	59
21752526	3934	45
23681387	1	15
23758760	3	0
24462893	3	61
24646457	13	22
24703994	31	35
29590034	24	26
30499874	15	35
33300652	100	162
33423070	1200	2014
